NUTS_LEVEL3_ID	NUTS_LEVEL0_ID	Slope	Tree_species	Tree_prob	Perc_reforest
DE21G	DE				
DE21H	DE				
DE21I	DE				
DE21J	DE				
DE21K	DE				
DE21L	DE				
DE21M	DE				
DE21N	DE				
DE221	DE				
DE222	DE				
DE223	DE				
DE224	DE				
DE225	DE				
DE226	DE				
DE227	DE				
DE228	DE				
DE229	DE				
DE22A	DE				
DE22B	DE				
DE22C	DE				
DE231	DE				
DE232	DE				
DE233	DE				
DEE0B	DE				
DEE0C	DE				
DEE0D	DE				
DEE0E	DE				
DEF01	DE				
DEF02	DE				
DEF03	DE				
DEF04	DE				
DEF05	DE				
EL422	EL				
EL431	EL				
EL432	EL				
EL433	EL				
EL434	EL				
EL511	EL				
EL512	EL				
EL513	EL				
EL514	EL				
EL515	EL				
EL521	EL				
AT122	AT				
AT123	AT				
AT124	AT				
AT125	AT				
AT126	AT				
AT127	AT				
AT130	AT				
AT211	AT				
AT212	AT				
AT213	AT				
AT221	AT				
AT222	AT				
AT223	AT				
AT224	AT				
AT225	AT				
AT226	AT				
AT311	AT				
AT312	AT				
AT313	AT				
AT314	AT				
AT315	AT				
AT321	AT				
AT322	AT				
AT323	AT				
AT331	AT				
AT332	AT				
AT333	AT				
AT334	AT				
AT335	AT				
AT341	AT				
AT342	AT				
BE100	BE				
BE211	BE				
BE212	BE				
BE213	BE				
BE224	BE				
BE225	BE				
BE223	BE				
BE231	BE				
BE232	BE				
BE233	BE				
BE234	BE				
BE235	BE				
BE236	BE				
BE241	BE				
BE242	BE				
BE251	BE				
BE252	BE				
BE253	BE				
BE254	BE				
BE255	BE				
BE256	BE				
BE257	BE				
BE258	BE				
BE310	BE				
BE32A	BE				
BE32B	BE				
BE323	BE				
BE328	BE				
BE32C	BE				
BE32D	BE				
BE331	BE				
BE332	BE				
BE334	BE				
BE335	BE				
BE336	BE				
BE341	BE				
BE342	BE				
BE343	BE				
BE344	BE				
BE345	BE				
BE351	BE				
BE352	BE				
BE353	BE				
BG311	BG				
BG312	BG				
BG313	BG				
BG314	BG				
BG315	BG				
BG321	BG				
BG322	BG				
BG323	BG				
BG324	BG				
BG325	BG				
BG331	BG				
BG332	BG				
BG333	BG				
BG334	BG				
DED51	DE				
DED52	DE				
DED53	DE				
DEE01	DE				
DEE02	DE				
DEE03	DE				
DEE04	DE				
DEE05	DE				
DEE06	DE				
DEE07	DE				
DEE08	DE				
DEE09	DE				
DEE0A	DE				
FRJ13	FR				
FRJ14	FR				
FRJ15	FR				
FRJ21	FR				
DEF06	DE				
DEF07	DE				
DEF08	DE				
DEF09	DE				
DEF0A	DE				
DEF0B	DE				
DEF0C	DE				
DEF0D	DE				
DEF0E	DE				
DEF0F	DE				
DEG01	DE				
DEG02	DE				
DEG03	DE				
DEG04	DE				
DEG05	DE				
DEG06	DE				
DEG07	DE				
DEG09	DE				
DEG0A	DE				
DEG0B	DE				
DEG0C	DE				
DEG0D	DE				
DEG0E	DE				
DEG0F	DE				
DEG0G	DE				
DEG0H	DE				
DEG0I	DE				
DEG0J	DE				
DEG0K	DE				
DEG0L	DE				
DEG0M	DE				
DEG0N	DE				
DEG0P	DE				
DK011	DK				
DK012	DK				
EL421	EL				
CH012	CH				
CH013	CH				
CH021	CH				
CH022	CH				
CH023	CH				
CH024	CH				
CH025	CH				
CH031	CH				
CH032	CH				
CH033	CH				
CH040	CH				
CH051	CH				
CH052	CH				
CH053	CH				
CH054	CH				
EL522	EL				
EL523	EL				
EL524	EL				
EL525	EL				
EL526	EL				
EL527	EL				
EL531	EL				
EL532	EL				
EL533	EL				
EL541	EL				
EL542	EL				
EL543	EL				
EL611	EL				
EL612	EL				
EL613	EL				
DK013	DK				
DK014	DK				
DK021	DK				
DK022	DK				
DK031	DK				
DE943	DE				
DE944	DE				
DE945	DE				
DE946	DE				
DE947	DE				
DE948	DE				
DE949	DE				
DE94A	DE				
DE94B	DE				
DE94C	DE				
DE94D	DE				
DE94E	DE				
DE94F	DE				
DE94G	DE				
DE94H	DE				
DEA11	DE				
DEA12	DE				
DEA13	DE				
DEA14	DE				
DEA15	DE				
FRK24	FR				
FRK25	FR				
FRK26	FR				
FRK27	FR				
FRK28	FR				
DEA1C	DE				
DEA1D	DE				
DEA1E	DE				
DEA1F	DE				
DEA22	DE				
DEA23	DE				
DEA24	DE				
DEA26	DE				
DEA27	DE				
DEA28	DE				
DEA29	DE				
DEA2A	DE				
DEA2B	DE				
DEA2C	DE				
DEA2D	DE				
DEA31	DE				
DEA32	DE				
DEA33	DE				
DEA34	DE				
DEA35	DE				
DEA36	DE				
DEA37	DE				
DEA38	DE				
DEA41	DE				
DEA42	DE				
DEA43	DE				
DEA44	DE				
DEA45	DE				
DEA46	DE				
DEA47	DE				
DEA51	DE				
DEA52	DE				
DEA53	DE				
DEA54	DE				
DEA55	DE				
DEA56	DE				
DEA57	DE				
DEA58	DE				
DEA59	DE				
DEA5A	DE				
DEA5B	DE				
DEA5C	DE				
DEB11	DE				
DEB12	DE				
DEB13	DE				
DEB14	DE				
DEB15	DE				
DEB17	DE				
DEB18	DE				
DEB1A	DE				
DEB1B	DE				
DEB1C	DE				
DEB1D	DE				
DEB21	DE				
DEB22	DE				
DEB23	DE				
DEB24	DE				
DEB25	DE				
DEB31	DE				
DEB32	DE				
DEB33	DE				
DEB34	DE				
DEB35	DE				
DEB36	DE				
DEB37	DE				
DEB38	DE				
DEB39	DE				
DEB3A	DE				
DEB3B	DE				
DEB3C	DE				
DEB3D	DE				
DEB3E	DE				
DEB3F	DE				
DEB3G	DE				
DEB3H	DE				
DEB3I	DE				
DEB3J	DE				
DEB3K	DE				
Dec-01	DE				
Dec-02	DE				
Dec-03	DE				
Dec-04	DE				
Dec-05	DE				
Dec-06	DE				
DED21	DE				
DED2C	DE				
DED2D	DE				
DED2E	DE				
DED2F	DE				
DED41	DE				
DED42	DE				
DED43	DE				
DED44	DE				
DED45	DE				
ES709	ES				
FI193	FI				
FI194	FI				
FI195	FI				
FI196	FI				
FI197	FI				
FI1B1	FI				
FRJ22	FR				
FRJ23	FR				
FRJ24	FR				
FRJ25	FR				
FRJ26	FR				
FRJ27	FR				
FRJ28	FR				
FRK11	FR				
FRK12	FR				
FRK13	FR				
FRK14	FR				
FRK21	FR				
FRK22	FR				
FRK23	FR				
EE00A	EE				
EE008	EE				
EL301	EL				
EL302	EL				
EL303	EL				
EL304	EL				
FRL01	FR				
FRL02	FR				
FRL03	FR				
FRL04	FR				
FRL05	FR				
FRL06	FR				
FRM01	FR				
FRM02	FR				
EL621	EL				
EL622	EL				
EL623	EL				
EL624	EL				
EL631	EL				
EL632	EL				
EL633	EL				
EL641	EL				
EL642	EL				
EL643	EL				
EL644	EL				
EL645	EL				
EL651	EL				
EL652	EL				
EL653	EL				
ES111	ES				
ES112	ES				
ES113	ES				
FI1D7	FI				
FI1D8	FI				
FI1D9	FI				
FI200	FI				
FR101	FR				
FR102	FR				
FR103	FR				
FR104	FR				
FR105	FR				
FR106	FR				
FR107	FR				
FR108	FR				
FRB01	FR				
FRB02	FR				
FRB03	FR				
FRB04	FR				
FRB05	FR				
FRB06	FR				
FRC11	FR				
FRC12	FR				
FRC13	FR				
FRC14	FR				
FRC21	FR				
FRC22	FR				
FRC23	FR				
FRC24	FR				
FRD11	FR				
FRD12	FR				
FRD13	FR				
FRD21	FR				
FRD22	FR				
EL305	EL				
EL306	EL				
EL307	EL				
EL411	EL				
EL412	EL				
EL413	EL				
DE275	DE				
DE276	DE				
DE277	DE				
DE278	DE				
DE279	DE				
DE27A	DE				
DE27B	DE				
DE27C	DE				
DE27D	DE				
DE27E	DE				
DE300	DE				
DE401	DE				
DE402	DE				
DE403	DE				
DE404	DE				
DE405	DE				
DE406	DE				
DE407	DE				
DE408	DE				
DE409	DE				
DE40A	DE				
DE40B	DE				
DE40C	DE				
DE40D	DE				
DE40E	DE				
DE40F	DE				
DE40G	DE				
DE40H	DE				
DE40I	DE				
DE501	DE				
DE502	DE				
DE600	DE				
DE711	DE				
DE712	DE				
DE713	DE				
DE714	DE				
DE715	DE				
DE716	DE				
DE717	DE				
DE718	DE				
DE719	DE				
DE71A	DE				
DE71B	DE				
DE71C	DE				
DE71D	DE				
DE71E	DE				
DE721	DE				
DE722	DE				
DE723	DE				
DE724	DE				
DE725	DE				
DE731	DE				
DE732	DE				
DE733	DE				
DE734	DE				
DE735	DE				
DE736	DE				
DE737	DE				
DE803	DE				
DE804	DE				
DE80J	DE				
DE80K	DE				
DE80L	DE				
DE80M	DE				
DE80N	DE				
DE80O	DE				
DE911	DE				
DE912	DE				
DE913	DE				
DE914	DE				
DE916	DE				
DE917	DE				
DE918	DE				
DE91A	DE				
DE91B	DE				
DE91C	DE				
DE922	DE				
DE923	DE				
DE925	DE				
DE926	DE				
DE927	DE				
DE928	DE				
DE929	DE				
DE931	DE				
DE932	DE				
DE933	DE				
DE934	DE				
DE935	DE				
DE936	DE				
DE937	DE				
DE938	DE				
DE939	DE				
DE93A	DE				
DE93B	DE				
DE941	DE				
DE942	DE				
NL324	NL				
NL325	NL				
NL327	NL				
NL328	NL				
NL329	NL				
NL332	NL				
NL333	NL				
NL337	NL				
NL33A	NL				
NL33B	NL				
NL33C	NL				
NL341	NL				
NL342	NL				
NL411	NL				
NL412	NL				
NL413	NL				
NL414	NL				
NL421	NL				
ITF35	IT				
ITF43	IT				
ITF44	IT				
ITF45	IT				
ITF46	IT				
ITF47	IT				
ITF48	IT				
ITF51	IT				
ITF52	IT				
ITF61	IT				
FRE11	FR				
FRE12	FR				
FRE21	FR				
FRE22	FR				
FRE23	FR				
FRF11	FR				
FRF12	FR				
FRF21	FR				
FRF22	FR				
FRF23	FR				
FRF24	FR				
FRF31	FR				
FRF32	FR				
FRF33	FR				
FRF34	FR				
FRG01	FR				
FRG02	FR				
FRG03	FR				
FRG04	FR				
FRG05	FR				
FRH01	FR				
FRH02	FR				
FRH03	FR				
FRH04	FR				
FRI11	FR				
FRI12	FR				
FRI13	FR				
FRI14	FR				
FRI15	FR				
FRI21	FR				
FRI22	FR				
FRI23	FR				
FRI31	FR				
FRI32	FR				
FRI33	FR				
FRI34	FR				
FRJ11	FR				
FRJ12	FR				
NO020	NO				
NO082	NO				
NO091	NO				
NO092	NO				
NO0A1	NO				
NO0A2	NO				
ES114	ES				
ES120	ES				
ES130	ES				
ES211	ES				
ES212	ES				
ES213	ES				
ES220	ES				
ES230	ES				
ES241	ES				
ES242	ES				
ES243	ES				
ES300	ES				
ES411	ES				
ES412	ES				
ES413	ES				
ES414	ES				
ES415	ES				
ES416	ES				
ES417	ES				
ES418	ES				
ES419	ES				
ES421	ES				
ES422	ES				
ES423	ES				
ES424	ES				
ES425	ES				
ES431	ES				
ES432	ES				
ES511	ES				
ES512	ES				
ES513	ES				
ES514	ES				
ES521	ES				
ES522	ES				
ES523	ES				
ES531	ES				
ES532	ES				
ES533	ES				
ES611	ES				
ES612	ES				
ES613	ES				
ES614	ES				
ES615	ES				
ES616	ES				
ES617	ES				
ES618	ES				
ES620	ES				
ES630	ES				
ES640	ES				
ES703	ES				
ES704	ES				
ES705	ES				
ES706	ES				
ES707	ES				
ES708	ES				
SE313	SE				
SE321	SE				
SE322	SE				
SE331	SE				
SE332	SE				
SI031	SI				
LT021	LT				
LT022	LT				
LT023	LT				
LT024	LT				
LT025	LT				
LT026	LT				
LT027	LT				
LT028	LT				
LT029	LT				
LU000	LU				
LV003	LV				
LV005	LV				
LV006	LV				
LV007	LV				
LV008	LV				
LV009	LV				
ME000	ME				
MK001	MK				
MK002	MK				
MK003	MK				
MK004	MK				
MK005	MK				
MK006	MK				
MK007	MK				
MK008	MK				
MT001	MT				
MT002	MT				
NL111	NL				
NL112	NL				
NL113	NL				
FI1C1	FI				
FI1C2	FI				
FI1C3	FI				
FI1C4	FI				
FI1C5	FI				
FI1D1	FI				
FI1D2	FI				
FI1D3	FI				
FI1D5	FI				
NO0A3	NO				
NO060	NO				
NL124	NL				
NL125	NL				
NL126	NL				
NL131	NL				
NL132	NL				
NL133	NL				
NL211	NL				
NL212	NL				
NL213	NL				
NL221	NL				
NL224	NL				
NL225	NL				
NL226	NL				
NL230	NL				
NL310	NL				
NL321	NL				
NL323	NL				
ITC4C	IT				
ITC4D	IT				
ITF11	IT				
ITF12	IT				
ITF13	IT				
ITF14	IT				
ITF21	IT				
ITF22	IT				
ITF31	IT				
ITF32	IT				
ITF33	IT				
ITF34	IT				
SI042	SI				
SI043	SI				
SI044	SI				
SK010	SK				
SK021	SK				
SK022	SK				
SK023	SK				
SK031	SK				
ITF62	IT				
ITF63	IT				
ITF64	IT				
ITF65	IT				
ITG11	IT				
ITG12	IT				
ITG13	IT				
ITG14	IT				
ITG15	IT				
ITG16	IT				
ITG17	IT				
ITG18	IT				
ITG19	IT				
ITG2D	IT				
ITG2E	IT				
ITG2H	IT				
ITG2G	IT				
ITH10	IT				
ITH20	IT				
ITH31	IT				
ITH32	IT				
ITH33	IT				
ITH34	IT				
ITH35	IT				
ITH36	IT				
ITH37	IT				
ITH41	IT				
ITH42	IT				
ITH43	IT				
ITH44	IT				
ITH51	IT				
ITH52	IT				
ITH53	IT				
ITH54	IT				
ITH55	IT				
ITH56	IT				
ITH57	IT				
ITH58	IT				
ITH59	IT				
ITI11	IT				
ITI12	IT				
ITI13	IT				
ITI14	IT				
ITI15	IT				
ITI16	IT				
ITI17	IT				
ITI18	IT				
ITI19	IT				
ITI1A	IT				
ITI21	IT				
ITI22	IT				
ITI31	IT				
ITI32	IT				
ITI33	IT				
ITI34	IT				
ITI35	IT				
ITI41	IT				
ITI42	IT				
ITI43	IT				
ITI44	IT				
ITI45	IT				
LI000	LI				
LT011	LT				
SE231	SE				
SE232	SE				
SE311	SE				
SE312	SE				
PT16D	PT				
PT16E	PT				
PT16F	PT				
PT16G	PT				
PT16H	PT				
PT16I	PT				
PT16J	PT				
PT170	PT				
PT181	PT				
PT184	PT				
PT185	PT				
PT186	PT				
PT187	PT				
SI032	SI				
SI033	SI				
SI034	SI				
SI035	SI				
SI036	SI				
SI037	SI				
SI038	SI				
SI041	SI				
UKJ46	UK				
UKK11	UK				
NL422	NL				
NL423	NL				
NO081	NO				
FRY10	FR				
FRY20	FR				
FRY30	FR				
FRY40	FR				
FRY50	FR				
HR031	HR				
HR032	HR				
NO071	NO				
NO074	NO				
PL213	PL				
PL214	PL				
PL217	PL				
PL218	PL				
PL219	PL				
PL21A	PL				
RO122	RO				
RO123	RO				
RO124	RO				
RO125	RO				
RO126	RO				
RO211	RO				
RO212	RO				
RO213	RO				
RO214	RO				
RO215	RO				
RO216	RO				
RO221	RO				
RO222	RO				
RO223	RO				
RO224	RO				
RO225	RO				
RO226	RO				
RO311	RO				
RO312	RO				
RO313	RO				
RO314	RO				
RO315	RO				
RO316	RO				
RO317	RO				
RO321	RO				
RO322	RO				
RO411	RO				
RO412	RO				
RO413	RO				
RO414	RO				
RO415	RO				
RO421	RO				
RO422	RO				
RO423	RO				
RO424	RO				
RS110	RS				
RS121	RS				
RS122	RS				
RS123	RS				
RS124	RS				
RS125	RS				
RS126	RS				
RS127	RS				
RS211	RS				
HR033	HR				
HR034	HR				
HR035	HR				
HR036	HR				
HR037	HR				
HR050	HR				
HR065	HR				
HR064	HR				
HR062	HR				
HR063	HR				
HR061	HR				
HR021	HR				
HR022	HR				
HR023	HR				
HR024	HR				
HR025	HR				
HR026	HR				
HR027	HR				
HR028	HR				
HU110	HU				
HU120	HU				
HU211	HU				
HU212	HU				
HU213	HU				
HU221	HU				
HU222	HU				
HU223	HU				
HU231	HU				
HU232	HU				
HU233	HU				
HU311	HU				
HU312	HU				
HU313	HU				
HU321	HU				
HU322	HU				
HU323	HU				
HU331	HU				
HU332	HU				
HU333	HU				
IE041	IE				
IE042	IE				
IE051	IE				
IE052	IE				
IE053	IE				
IE061	IE				
IE062	IE				
IE063	IE				
IS001	IS				
IS002	IS				
ITC11	IT				
ITC12	IT				
ITC13	IT				
ITC14	IT				
ITC15	IT				
ITC16	IT				
ITC17	IT				
ITC18	IT				
ITC20	IT				
ITC31	IT				
ITC32	IT				
ITC33	IT				
ITC34	IT				
ITC41	IT				
ITC42	IT				
ITC43	IT				
ITC44	IT				
ITC46	IT				
ITC47	IT				
ITC48	IT				
ITC49	IT				
ITC4A	IT				
ITC4B	IT				
TR510	TR				
TR521	TR				
TR522	TR				
TR611	TR				
TR612	TR				
TR613	TR				
TR621	TR				
TR622	TR				
TR631	TR				
TR632	TR				
UKG31	UK				
UKG32	UK				
UKG33	UK				
UKG36	UK				
UKG37	UK				
UKG38	UK				
UKG39	UK				
UKH11	UK				
UKH12	UK				
UKH14	UK				
UKH15	UK				
UKH16	UK				
UKH17	UK				
RS212	RS				
RS213	RS				
RS214	RS				
RS215	RS				
RS216	RS				
RS217	RS				
RS218	RS				
RS221	RS				
RS222	RS				
RS223	RS				
RS224	RS				
RS225	RS				
RS226	RS				
RS227	RS				
RS228	RS				
RS229	RS				
SE110	SE				
SE121	SE				
SE122	SE				
SE123	SE				
SE124	SE				
SE125	SE				
SE211	SE				
SE212	SE				
SE213	SE				
SE214	SE				
SE221	SE				
SE224	SE				
UKI43	UK				
UKI44	UK				
UKI45	UK				
UKI51	UK				
UKI52	UK				
UKI53	UK				
UKI54	UK				
UKI61	UK				
UKI62	UK				
UKI63	UK				
UKI71	UK				
UKI72	UK				
UKI73	UK				
UKI74	UK				
UKI75	UK				
UKJ11	UK				
UKJ12	UK				
UKJ13	UK				
UKJ14	UK				
UKJ21	UK				
UKJ22	UK				
UKN0F	UK				
UKN0G	UK				
UKK41	UK				
UKK42	UK				
UKK43	UK				
UKL11	UK				
UKL12	UK				
UKL13	UK				
UKL14	UK				
UKL15	UK				
UKL16	UK				
UKL17	UK				
UKL18	UK				
UKL21	UK				
UKL22	UK				
PL224	PL				
PL225	PL				
PL227	PL				
PL228	PL				
PL229	PL				
PL22A	PL				
PL22B	PL				
PL22C	PL				
PL411	PL				
PL414	PL				
PL415	PL				
PL416	PL				
PL417	PL				
PL418	PL				
PL424	PL				
PL426	PL				
PL427	PL				
PL428	PL				
PL431	PL				
PL432	PL				
PL514	PL				
PL515	PL				
PL516	PL				
PL517	PL				
PL518	PL				
PL523	PL				
PL524	PL				
PL613	PL				
PL616	PL				
PL617	PL				
PL618	PL				
PL619	PL				
PL621	PL				
PL622	PL				
PL623	PL				
PL633	PL				
PL634	PL				
PL636	PL				
PL637	PL				
PL638	PL				
PL711	PL				
PL712	PL				
PL713	PL				
PL714	PL				
PL715	PL				
PL721	PL				
PL722	PL				
PL811	PL				
PL812	PL				
PL814	PL				
PL815	PL				
PL821	PL				
PL822	PL				
PL823	PL				
PL824	PL				
PL841	PL				
PL842	PL				
PL843	PL				
PL911	PL				
PL912	PL				
PL913	PL				
PL921	PL				
PL922	PL				
PL923	PL				
PL924	PL				
PL925	PL				
PL926	PL				
PT111	PT				
PT112	PT				
PT119	PT				
PT11A	PT				
PT11B	PT				
PT11C	PT				
PT11D	PT				
PT11E	PT				
PT150	PT				
PT16B	PT				
UKC12	UK				
UKC13	UK				
UKC14	UK				
UKC21	UK				
UKC22	UK				
UKC23	UK				
UKD11	UK				
UKD12	UK				
UKD33	UK				
UKD34	UK				
UKD35	UK				
UKD36	UK				
UKD37	UK				
UKD41	UK				
UKJ25	UK				
UKJ26	UK				
UKJ27	UK				
UKJ28	UK				
UKJ31	UK				
UKJ32	UK				
UKJ34	UK				
UKJ35	UK				
UKJ36	UK				
UKJ37	UK				
UKJ41	UK				
UKJ43	UK				
UKJ44	UK				
UKJ45	UK				
UKL23	UK				
UKL24	UK				
UKK12	UK				
UKK13	UK				
UKK14	UK				
UKK15	UK				
UKK24	UK				
UKK25	UK				
UKK23	UK				
UKK30	UK				
UKM84	UK				
UKM91	UK				
UKM92	UK				
UKM93	UK				
UKM94	UK				
UKM95	UK				
UKN06	UK				
UKN07	UK				
UKN08	UK				
UKN09	UK				
UKN0A	UK				
UKN0B	UK				
UKN0C	UK				
UKN0D	UK				
UKN0E	UK				
PT200	PT				
PT300	PT				
RO111	RO				
RO112	RO				
RO113	RO				
RO114	RO				
RO115	RO				
RO116	RO				
RO121	RO				
TR222	TR				
TR310	TR				
TR321	TR				
TR322	TR				
TR323	TR				
TR331	TR				
TR332	TR				
TR333	TR				
TR334	TR				
TR411	TR				
TR412	TR				
TR413	TR				
TR421	TR				
TR422	TR				
TR423	TR				
TR424	TR				
TR425	TR				
TRC31	TR				
TRC32	TR				
TRC33	TR				
TRC34	TR				
UKC11	UK				
UKD42	UK				
UKD44	UK				
UKD45	UK				
UKD46	UK				
UKD47	UK				
UKD61	UK				
UKD62	UK				
UKD63	UK				
UKD71	UK				
UKD72	UK				
UKD73	UK				
UKD74	UK				
UKE11	UK				
UKE12	UK				
UKE13	UK				
UKE21	UK				
UKE22	UK				
UKE31	UK				
UKE32	UK				
UKE41	UK				
UKE42	UK				
UKE44	UK				
UKE45	UK				
UKF11	UK				
UKF12	UK				
UKF13	UK				
UKF14	UK				
UKF15	UK				
UKF16	UK				
UKF21	UK				
UKF22	UK				
UKF24	UK				
UKF25	UK				
UKF30	UK				
UKG11	UK				
UKG12	UK				
UKG13	UK				
UKG21	UK				
UKG22	UK				
UKG23	UK				
UKG24	UK				
UKM50	UK				
UKM61	UK				
UKM62	UK				
UKM63	UK				
UKM64	UK				
UKM65	UK				
UKM66	UK				
UKM71	UK				
UKM72	UK				
UKM73	UK				
UKM75	UK				
UKM76	UK				
UKM77	UK				
UKM78	UK				
UKM81	UK				
UKM82	UK				
UKM83	UK				
SK032	SK				
SK041	SK				
SK042	SK				
TR100	TR				
